Time(ms),accX,accY,accZ,gyX,gyY,gyZ,Pressure
5520,-0.37,9.61,-1.48,0.02,-0.02,-0.04,-0.35
5540,-0.39,9.61,-1.38,0.01,-0.03,-0.03,-0.35
5560,-0.32,9.61,-1.56,0.02,-0.03,-0.03,-0.26
5580,-0.33,9.65,-1.42,0.02,-0.02,-0.03,-0.26
5600,-0.3,9.66,-1.48,0.02,-0.01,-0.03,-0.26
5620,-0.36,9.63,-1.53,0.01,-0.01,-0.03,-0.3
5640,-0.36,9.57,-1.47,0.01,-0.02,-0.03,-0.3
5660,-0.31,9.65,-1.47,0.01,-0.02,-0.03,-0.3
5680,-0.28,9.62,-1.58,0.01,-0.01,-0.03,-0.3
5700,-0.42,9.62,-1.36,0.02,-0.0,-0.03,-0.3
5720,-0.34,9.57,-1.4,0.01,-0.01,-0.03,-0.19
5740,-0.37,9.62,-1.52,0.01,-0.01,-0.02,-0.19
5760,-0.27,9.65,-1.49,0.01,-0.0,-0.02,-0.24
5780,-0.27,9.56,-1.48,0.01,-0.01,-0.02,-0.24
5800,-0.36,9.58,-1.44,0.01,-0.02,-0.01,-0.24
5820,-0.23,9.64,-1.54,0.01,-0.01,-0.02,-0.19
5840,-0.26,9.59,-1.52,0.01,-0.0,-0.02,-0.19
5860,-0.27,9.58,-1.51,0.01,-0.0,-0.02,-0.19
5880,-0.28,9.62,-1.47,0.01,-0.0,-0.02,-0.19
5900,-0.27,9.57,-1.44,0.01,-0.01,-0.02,-0.19
5920,-0.24,9.62,-1.58,0.01,-0.01,-0.02,-0.27
5940,-0.31,9.67,-1.53,0.0,-0.0,-0.02,-0.27
5960,-0.33,9.58,-1.46,0.0,-0.01,-0.02,-0.33
5980,-0.31,9.6,-1.5,0.01,-0.01,-0.02,-0.33
6000,-0.31,9.66,-1.39,0.01,-0.01,-0.01,-0.33
6020,-0.25,9.61,-1.35,0.01,-0.01,-0.02,-0.12
6040,-0.23,9.63,-1.54,0.01,-0.0,-0.02,-0.12
6060,-0.29,9.66,-1.54,0.01,0.0,-0.02,-0.12
6080,-0.3,9.58,-1.53,0.0,-0.01,-0.01,-0.12
